youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-22 09-49-24-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-22 09-49-24-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-22 09-49-24-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-22 09-49-24-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-22 09-49-24-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-23 09-41-26-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-23 09-41-26-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-23 09-41-26-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-23 09-41-26-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-23 09-41-26-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-23 09-41-26-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 33.330000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 33.330000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-24 01-07-41-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 44.440000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 44.440000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 33.330000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 33.330000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 44.440000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 33.330000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-25 00-20-24-000000                 44.440000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-26 00-25-33-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-27 01-18-16-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-27 01-18-16-000000                 33.330000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-27 01-18-16-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-27 01-18-16-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-27 01-18-16-000000                 22.220000
youtube_ail_type_in_search_field Median            firefox    windows8-64          2017-08-27 01-18-16-000000                 33.330000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-22 09-49-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-23 09-41-26-000000                 22.220000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-23 09-41-26-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-23 09-41-26-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-23 09-41-26-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-23 09-41-26-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-23 09-41-26-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                 22.220000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                 11.110000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                 11.110000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-24 01-07-41-000000                 22.220000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-25 00-20-24-000000                 22.220000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-25 00-20-24-000000                 22.220000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-25 00-20-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-25 00-20-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-25 00-20-24-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-25 00-20-24-000000                 11.110000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-26 00-25-33-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-26 00-25-33-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-26 00-25-33-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-26 00-25-33-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-26 00-25-33-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-26 00-25-33-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-27 01-18-16-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-27 01-18-16-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-27 01-18-16-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-27 01-18-16-000000                 11.110000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-27 01-18-16-000000                  5.560000
youtube_ail_select_search_suggestion Median        chrome     windows10-64         2017-08-27 01-18-16-000000                  5.560000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                144.440000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                155.560000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                144.440000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                200.000000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                155.560000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-22 09-49-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-23 09-41-26-000000                155.560000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-23 09-41-26-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-23 09-41-26-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-23 09-41-26-000000                122.220000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-23 09-41-26-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-23 09-41-26-000000                155.560000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-24 01-07-41-000000                144.440000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-24 01-07-41-000000                144.440000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-24 01-07-41-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-24 01-07-41-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-24 01-07-41-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-24 01-07-41-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                144.440000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                200.000000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-25 00-20-24-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-26 00-25-33-000000                200.000000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-26 00-25-33-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-26 00-25-33-000000                144.440000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-26 00-25-33-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-26 00-25-33-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-26 00-25-33-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-27 01-18-16-000000                200.000000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-27 01-18-16-000000                188.890000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-27 01-18-16-000000                166.670000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-27 01-18-16-000000                177.780000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-27 01-18-16-000000                155.560000
gmail_ail_reply_mail Median                        chrome     windows8-64          2017-08-27 01-18-16-000000                177.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                177.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                188.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                211.110000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                200.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                433.330000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                188.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-22 09-49-24-000000                266.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-23 09-41-26-000000                200.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-23 09-41-26-000000                255.560000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-23 09-41-26-000000                188.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-23 09-41-26-000000                222.220000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-23 09-41-26-000000                177.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-23 09-41-26-000000                266.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                244.440000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                677.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                288.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                266.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                255.560000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                333.330000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                177.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                166.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                211.110000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                166.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-24 01-07-41-000000                211.110000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                244.440000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                511.110000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                166.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                400.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                277.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                266.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                288.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                400.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                333.330000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-25 00-20-24-000000                266.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-26 00-25-33-000000                288.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-26 00-25-33-000000                288.890000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-26 00-25-33-000000                244.440000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-26 00-25-33-000000                277.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-26 00-25-33-000000                300.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-26 00-25-33-000000                311.110000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-27 01-18-16-000000                377.780000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-27 01-18-16-000000                266.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-27 01-18-16-000000                366.670000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-27 01-18-16-000000                300.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-27 01-18-16-000000                200.000000
gmail_ail_open_mail Median                         firefox    windows10-64         2017-08-27 01-18-16-000000                166.670000
facebook_ail_type_message_1_txt Median             firefox    windows8-64          2017-08-22 09-49-24-000000                 44.440000
